methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-7ed7967ec90541a698add4c8e5e45ff2,draw,normal:suspicious_saha,,,2024-05-11 10:59:19.368982,Tie,normal,tie,not-confident,7ed7967ec90541a698add4c8e5e45ff2,0139209900944a5a8e3061dcbfee9767,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3c27445675c14dec871ec779c9f0a0ba,A,normal:pedantic_noether,,,2024-05-22 02:29:59.739261,A-is-clearly-better,normal,clearly,absolutely-confident,3c27445675c14dec871ec779c9f0a0ba,013c9824414c4eeeaefdc015cfd06e4f,allenai/WildChat,Generation,Counselling,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3c27445675c14dec871ec779c9f0a0ba,A,normal:affectionate_bhabha,,,2024-05-22 02:31:22.555679,A-is-slightly-better,normal,slightly,absolutely-confident,3c27445675c14dec871ec779c9f0a0ba,013c9824414c4eeeaefdc015cfd06e4f,allenai/WildChat,Generation,Counselling,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-65ed31dfc4144f8883e785e9390073a7,B,normal:gracious_kare,,,2024-05-14 01:50:14.620694,B-is-clearly-better,normal,clearly,absolutely-confident,65ed31dfc4144f8883e785e9390073a7,013c9824414c4eeeaefdc015cfd06e4f,allenai/WildChat,Generation,Counselling,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-65ed31dfc4144f8883e785e9390073a7,B,normal:wizardly_pare,,,2024-05-24 17:50:04.945533,B-is-clearly-better,normal,clearly,absolutely-confident,65ed31dfc4144f8883e785e9390073a7,013c9824414c4eeeaefdc015cfd06e4f,allenai/WildChat,Generation,Counselling,Social Sciences
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-0948414fa4e14ca4ad0a505247ccd2b5,A,normal:heuristic_kirch,,,2024-05-13 11:09:06.198969,A-is-slightly-better,normal,slightly,fairly-confident,0948414fa4e14ca4ad0a505247ccd2b5,013f34a6c49d4d2f8a84cb5d110a98b7,lmsys/chatbot_arena_conversations,Open QA,"Earth, Environment, or Climate Sciences",Natural sciences
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-0948414fa4e14ca4ad0a505247ccd2b5,A,normal:nostalgic_shockley,,,2024-05-13 11:14:02.484440,A-is-slightly-better,normal,slightly,fairly-confident,0948414fa4e14ca4ad0a505247ccd2b5,013f34a6c49d4d2f8a84cb5d110a98b7,lmsys/chatbot_arena_conversations,Open QA,"Earth, Environment, or Climate Sciences",Natural sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-8a47a523285746c48f685a83822f8d76,B,normal:peaceful_golick,,,2024-05-22 17:51:24.844843,B-is-slightly-better,normal,slightly,fairly-confident,8a47a523285746c48f685a83822f8d76,015e560f01d246d98cd24fdd63454b8c,allenai/WildChat,Coding,Mathematics,Mathematics and statistics
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-8a47a523285746c48f685a83822f8d76,B,normal:silly_mestorf,,,2024-05-22 17:52:42.956552,B-is-slightly-better,normal,slightly,not-confident,8a47a523285746c48f685a83822f8d76,015e560f01d246d98cd24fdd63454b8c,allenai/WildChat,Coding,Mathematics,Mathematics and statistics
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-ca8ddd4e6d4f4d2e97ade17b6450682b,B,normal:eloquent_blackwell,,,2024-05-14 23:14:31.281389,B-is-slightly-better,normal,slightly,absolutely-confident,ca8ddd4e6d4f4d2e97ade17b6450682b,017038743e894b359b2dec8c0be08870,anthropic/helpful-base,Open QA,Languages,Education
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-ca8ddd4e6d4f4d2e97ade17b6450682b,B,normal:happy_visvesvaraya,,,2024-05-14 23:15:55.812646,B-is-slightly-better,normal,slightly,absolutely-confident,ca8ddd4e6d4f4d2e97ade17b6450682b,017038743e894b359b2dec8c0be08870,anthropic/helpful-base,Open QA,Languages,Education
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-88b476d3547a4a5d9db6c1b416bfda5a,B,normal:clever_curie,,,2024-05-22 01:39:08.199232,B-is-slightly-better,normal,slightly,absolutely-confident,88b476d3547a4a5d9db6c1b416bfda5a,017038743e894b359b2dec8c0be08870,anthropic/helpful-base,Open QA,Languages,Education
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-88b476d3547a4a5d9db6c1b416bfda5a,B,normal:hungry_clarke,,,2024-05-22 01:45:09.863165,B-is-slightly-better,normal,slightly,absolutely-confident,88b476d3547a4a5d9db6c1b416bfda5a,017038743e894b359b2dec8c0be08870,anthropic/helpful-base,Open QA,Languages,Education
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-8cde2bc64331498f964e5ceb17d5c979,B,normal:loving_mccarthy,,,2024-05-22 19:10:56.653686,B-is-clearly-better,normal,clearly,absolutely-confident,8cde2bc64331498f964e5ceb17d5c979,0175c34ab2fb476e81ff591203848bb1,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-8cde2bc64331498f964e5ceb17d5c979,B,normal:nervous_nightingale,,,2024-05-22 19:13:54.391646,B-is-clearly-better,normal,clearly,fairly-confident,8cde2bc64331498f964e5ceb17d5c979,0175c34ab2fb476e81ff591203848bb1,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-b70f3ac2945f45389b34b1e5e0af2c89,B,normal:silly_mestorf,,,2024-05-16 15:14:14.804957,B-is-clearly-better,normal,clearly,absolutely-confident,b70f3ac2945f45389b34b1e5e0af2c89,0175c34ab2fb476e81ff591203848bb1,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-b70f3ac2945f45389b34b1e5e0af2c89,B,normal:kind_ardinghelli,,,2024-05-16 15:15:19.964062,B-is-slightly-better,normal,slightly,fairly-confident,b70f3ac2945f45389b34b1e5e0af2c89,0175c34ab2fb476e81ff591203848bb1,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-17392e54222b4bb78bfc9f6a81e6c42a,B,normal:wizardly_pare,,,2024-05-06 18:47:15.221141,B-is-slightly-better,normal,slightly,absolutely-confident,17392e54222b4bb78bfc9f6a81e6c42a,01784f4d31e84aacafeaf9f0e5f3abf5,lmsys/chatbot_arena_conversations,Open QA,Biology,Natural sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-17392e54222b4bb78bfc9f6a81e6c42a,draw,normal:hungry_mclean,,,2024-05-06 18:53:53.673347,Tie,normal,tie,absolutely-confident,17392e54222b4bb78bfc9f6a81e6c42a,01784f4d31e84aacafeaf9f0e5f3abf5,lmsys/chatbot_arena_conversations,Open QA,Biology,Natural sciences
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-8e63ea3a689e40e6981b27bf5e095e99,B,normal:quizzical_khorana,,,2024-05-22 11:40:35.704963,B-is-slightly-better,normal,slightly,not-confident,8e63ea3a689e40e6981b27bf5e095e99,01918e38e4194e52a3b40bb1ddc62b2a,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-8e63ea3a689e40e6981b27bf5e095e99,A,normal:blissful_gates,,,2024-05-22 11:50:57.235345,A-is-slightly-better,normal,slightly,fairly-confident,8e63ea3a689e40e6981b27bf5e095e99,01918e38e4194e52a3b40bb1ddc62b2a,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-cdd80038c43640f09c4633b2971c96bb,B,normal:modest_mirzakhani,,,2024-05-13 12:53:55.533266,B-is-clearly-better,normal,clearly,absolutely-confident,cdd80038c43640f09c4633b2971c96bb,0199c165b2f3459fbadc2d2dab0a9408,anthropic/harmless-base,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-cdd80038c43640f09c4633b2971c96bb,A,normal:condescending_rosalind,,,2024-05-13 12:57:31.057862,A-is-slightly-better,normal,slightly,absolutely-confident,cdd80038c43640f09c4633b2971c96bb,0199c165b2f3459fbadc2d2dab0a9408,anthropic/harmless-base,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-37ee22907ef74d8cbae160d79497a4aa,B,normal:nervous_hypatia,,,2024-05-07 19:08:59.295008,B-is-slightly-better,normal,slightly,absolutely-confident,37ee22907ef74d8cbae160d79497a4aa,0199c165b2f3459fbadc2d2dab0a9408,anthropic/harmless-base,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-37ee22907ef74d8cbae160d79497a4aa,B,normal:keen_williams,,,2024-05-07 19:12:59.178468,B-is-clearly-better,normal,clearly,absolutely-confident,37ee22907ef74d8cbae160d79497a4aa,0199c165b2f3459fbadc2d2dab0a9408,anthropic/harmless-base,Open QA,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-25c47012f3db47c983b3b94689bc22f5,B,normal:hardcore_payne,,,2024-05-13 20:21:31.292275,B-is-clearly-better,normal,clearly,absolutely-confident,25c47012f3db47c983b3b94689bc22f5,01a75e0a33d043fd86c00a8adffe2dbc,anthropic/harmless-base,Coding,Engineering,"Engineering, manufacturing and construction"
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-25c47012f3db47c983b3b94689bc22f5,B,normal:priceless_colden,,,2024-05-13 20:25:12.589800,B-is-slightly-better,normal,slightly,not-confident,25c47012f3db47c983b3b94689bc22f5,01a75e0a33d043fd86c00a8adffe2dbc,anthropic/harmless-base,Coding,Engineering,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-175b7d9f02c5405e8fd08aab92d5095d,B,normal:festive_ardinghelli,,,2024-05-22 19:02:23.208084,B-is-slightly-better,normal,slightly,absolutely-confident,175b7d9f02c5405e8fd08aab92d5095d,01a75e0a33d043fd86c00a8adffe2dbc,anthropic/harmless-base,Coding,Engineering,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-175b7d9f02c5405e8fd08aab92d5095d,A,normal:mystifying_nobel,,,2024-05-22 19:06:50.462985,A-is-slightly-better,normal,slightly,fairly-confident,175b7d9f02c5405e8fd08aab92d5095d,01a75e0a33d043fd86c00a8adffe2dbc,anthropic/harmless-base,Coding,Engineering,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-d7cdd06c098a4da586d99248411b0c5e,B,normal:amazing_mcnulty,,,2024-05-02 07:43:45.291242,B-is-clearly-better,normal,clearly,absolutely-confident,d7cdd06c098a4da586d99248411b0c5e,01b7f981cbda44f689020a97128cc17a,anthropic/harmless-base,Open QA,Law,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-d7cdd06c098a4da586d99248411b0c5e,B,normal:xenodochial_rosalind,,,2024-05-02 10:58:07.582249,B-is-clearly-better,normal,clearly,absolutely-confident,d7cdd06c098a4da586d99248411b0c5e,01b7f981cbda44f689020a97128cc17a,anthropic/harmless-base,Open QA,Law,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-3710012637af48afab5a7b27ef1cdfe0,A,normal:cool_kalam,,,2024-05-22 13:35:42.119902,A-is-slightly-better,normal,slightly,not-confident,3710012637af48afab5a7b27ef1cdfe0,01b7f981cbda44f689020a97128cc17a,anthropic/harmless-base,Open QA,Law,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-3710012637af48afab5a7b27ef1cdfe0,draw,normal:naughty_jones,,,2024-05-22 13:40:03.402180,Tie,normal,tie,absolutely-confident,3710012637af48afab5a7b27ef1cdfe0,01b7f981cbda44f689020a97128cc17a,anthropic/harmless-base,Open QA,Law,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-8c93a8e3f19142d3a4165500a2174808,draw,normal:suspicious_saha,,,2024-05-13 02:15:50.851203,Tie,normal,tie,absolutely-confident,8c93a8e3f19142d3a4165500a2174808,01c0418c48c442019c3359614a4a199e,lmsys/chatbot_arena_conversations,Open QA,Politics,Social Sciences
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-8c93a8e3f19142d3a4165500a2174808,B,normal:xenodochial_payne,,,2024-05-13 02:19:31.733292,B-is-slightly-better,normal,slightly,absolutely-confident,8c93a8e3f19142d3a4165500a2174808,01c0418c48c442019c3359614a4a199e,lmsys/chatbot_arena_conversations,Open QA,Politics,Social Sciences
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-9a31d476a37040da896888fe6c579dec,B,normal:quizzical_khorana,,,2024-05-11 00:15:39.174064,B-is-clearly-better,normal,clearly,absolutely-confident,9a31d476a37040da896888fe6c579dec,01c0418c48c442019c3359614a4a199e,lmsys/chatbot_arena_conversations,Open QA,Politics,Social Sciences
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-9a31d476a37040da896888fe6c579dec,B,normal:pedantic_noether,,,2024-05-11 00:18:23.135162,B-is-slightly-better,normal,slightly,absolutely-confident,9a31d476a37040da896888fe6c579dec,01c0418c48c442019c3359614a4a199e,lmsys/chatbot_arena_conversations,Open QA,Politics,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-31f7656bc8b6405695addfb8ca8c140b,A,normal:heuristic_kirch,,,2024-05-10 22:12:59.999300,A-is-clearly-better,normal,clearly,absolutely-confident,31f7656bc8b6405695addfb8ca8c140b,01cea3ce990949f8b3fd600522bd31e5,lmsys/chatbot_arena_conversations,Open QA,Fashion and textiles,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-31f7656bc8b6405695addfb8ca8c140b,draw,normal:admiring_montalcini,,,2024-05-10 22:16:02.966375,Tie,normal,tie,absolutely-confident,31f7656bc8b6405695addfb8ca8c140b,01cea3ce990949f8b3fd600522bd31e5,lmsys/chatbot_arena_conversations,Open QA,Fashion and textiles,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-23e485cbef354de2acaef5da9beb8ea2,A,normal:condescending_rosalind,,,2024-05-15 08:03:00.142118,A-is-slightly-better,normal,slightly,absolutely-confident,23e485cbef354de2acaef5da9beb8ea2,01d987711fcc4f7fbb6998b783936e82,allenai/WildChat,Generation,History,History
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-23e485cbef354de2acaef5da9beb8ea2,B,normal:cool_kalam,,,2024-05-15 08:19:36.628523,B-is-slightly-better,normal,slightly,fairly-confident,23e485cbef354de2acaef5da9beb8ea2,01d987711fcc4f7fbb6998b783936e82,allenai/WildChat,Generation,History,History
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-55b10ad2b6814a71963cbce512588095,A,normal:quizzical_khorana,,,2024-05-16 13:22:47.768644,A-is-clearly-better,normal,clearly,absolutely-confident,55b10ad2b6814a71963cbce512588095,01d987711fcc4f7fbb6998b783936e82,allenai/WildChat,Generation,History,History
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-55b10ad2b6814a71963cbce512588095,B,normal:silly_lovelace,,,2024-05-16 13:37:04.626860,B-is-clearly-better,normal,clearly,absolutely-confident,55b10ad2b6814a71963cbce512588095,01d987711fcc4f7fbb6998b783936e82,allenai/WildChat,Generation,History,History
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-1fd07fbebbd040b5ab48fbc0ee4382f1,draw,normal:affectionate_dubinsky,,,2024-05-27 23:15:13.126917,Tie,normal,tie,absolutely-confident,1fd07fbebbd040b5ab48fbc0ee4382f1,01dc93be7b7c4b7f8a20cadccbcca54b,lmsys/chatbot_arena_conversations,Open QA,Finance,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-1fd07fbebbd040b5ab48fbc0ee4382f1,A,normal:thirsty_northcutt,,,2024-05-15 07:52:40.003778,A-is-clearly-better,normal,clearly,absolutely-confident,1fd07fbebbd040b5ab48fbc0ee4382f1,01dc93be7b7c4b7f8a20cadccbcca54b,lmsys/chatbot_arena_conversations,Open QA,Finance,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-770f89ab68854241a7738207816f6020,B,normal:vigorous_wing,,,2024-05-07 20:15:28.965487,B-is-clearly-better,normal,clearly,absolutely-confident,770f89ab68854241a7738207816f6020,01dc93be7b7c4b7f8a20cadccbcca54b,lmsys/chatbot_arena_conversations,Open QA,Finance,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-770f89ab68854241a7738207816f6020,A,normal:youthful_spence,,,2024-05-07 20:26:49.946016,A-is-slightly-better,normal,slightly,fairly-confident,770f89ab68854241a7738207816f6020,01dc93be7b7c4b7f8a20cadccbcca54b,lmsys/chatbot_arena_conversations,Open QA,Finance,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-54a1c9c7d7d04166b8a7c71653f048bc,B,normal:heuristic_elion,,,2024-05-13 22:15:25.919191,B-is-clearly-better,normal,clearly,absolutely-confident,54a1c9c7d7d04166b8a7c71653f048bc,01e058c1944043d5a3c32fcb65424c44,allenai/WildChat,Generation,Education,Education
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-54a1c9c7d7d04166b8a7c71653f048bc,A,normal:gracious_kare,,,2024-05-27 21:36:57.987433,A-is-clearly-better,normal,clearly,absolutely-confident,54a1c9c7d7d04166b8a7c71653f048bc,01e058c1944043d5a3c32fcb65424c44,allenai/WildChat,Generation,Education,Education
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-bda4676d7e6c4c788275e36f349c9cae,B,normal:elastic_swanson,,,2024-05-02 01:52:06.455194,B-is-slightly-better,normal,slightly,absolutely-confident,bda4676d7e6c4c788275e36f349c9cae,01e058c1944043d5a3c32fcb65424c44,allenai/WildChat,Generation,Education,Education
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-bda4676d7e6c4c788275e36f349c9cae,B,normal:reverent_heisenberg,,,2024-05-02 02:25:57.874793,B-is-clearly-better,normal,clearly,absolutely-confident,bda4676d7e6c4c788275e36f349c9cae,01e058c1944043d5a3c32fcb65424c44,allenai/WildChat,Generation,Education,Education
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-bec06f785c13401397348c7cc8a9afce,B,normal:admiring_montalcini,,,2024-05-09 06:45:36.352035,B-is-clearly-better,normal,clearly,fairly-confident,bec06f785c13401397348c7cc8a9afce,01e7926741114b33b12a9888014212cc,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Arts & Humanities
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-bec06f785c13401397348c7cc8a9afce,B,normal:ecstatic_jones,,,2024-05-09 07:03:32.825403,B-is-clearly-better,normal,clearly,fairly-confident,bec06f785c13401397348c7cc8a9afce,01e7926741114b33b12a9888014212cc,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-37ce20de135740e6884dc4d7ffeb13bd,B,normal:heuristic_kirch,,,2024-05-10 23:47:27.705739,B-is-clearly-better,normal,clearly,absolutely-confident,37ce20de135740e6884dc4d7ffeb13bd,01e7926741114b33b12a9888014212cc,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-37ce20de135740e6884dc4d7ffeb13bd,B,normal:vigilant_swirles,,,2024-05-10 23:48:51.986230,B-is-clearly-better,normal,clearly,absolutely-confident,37ce20de135740e6884dc4d7ffeb13bd,01e7926741114b33b12a9888014212cc,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-da805eb236294db2bae05e42a46c807c,draw,normal:xenodochial_payne,,,2024-05-13 09:03:39.156446,Tie,normal,tie,absolutely-confident,da805eb236294db2bae05e42a46c807c,0203c4d16fcc47e292b5e051b71de04e,allenai/WildChat,Brainstorm,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-da805eb236294db2bae05e42a46c807c,draw,normal:eloquent_blackwell,,,2024-05-13 09:09:03.873530,Tie,normal,tie,absolutely-confident,da805eb236294db2bae05e42a46c807c,0203c4d16fcc47e292b5e051b71de04e,allenai/WildChat,Brainstorm,Health and Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-d9c6a6f035504130a3e5187d5c824b9a,A,normal:laughing_roentgen,,,2024-05-15 02:20:10.100074,A-is-clearly-better,normal,clearly,absolutely-confident,d9c6a6f035504130a3e5187d5c824b9a,02134726464b4ffb889918a2f8883405,anthropic/harmless-base,Open QA,Health and Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-d9c6a6f035504130a3e5187d5c824b9a,B,normal:quizzical_galileo,,,2024-05-15 02:22:46.680680,B-is-clearly-better,normal,clearly,absolutely-confident,d9c6a6f035504130a3e5187d5c824b9a,02134726464b4ffb889918a2f8883405,anthropic/harmless-base,Open QA,Health and Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-268ea8e6e1e6462d89b6bfad37d1e436,B,normal:affectionate_dubinsky,,,2024-05-09 00:16:42.287334,B-is-clearly-better,normal,clearly,absolutely-confident,268ea8e6e1e6462d89b6bfad37d1e436,02134726464b4ffb889918a2f8883405,anthropic/harmless-base,Open QA,Health and Medicine,Health and welfare
