methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-142,B,023f8e28f2b51ef62a7adb0fdf06709b8004773b41ca38d9edf1f93b3e1a9099,,,2025-03-18 19:28:13.312,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-143,draw,a51b4f597f2c305d35475336da092ab32e4b2f825970be0b0ddf87451d8d4d61,,,2025-03-18 19:28:23.643,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-144,A,a6f4888d24db5c749895f733776e1003067835f8bfea9e168b1be425386f7747,,,2025-03-18 19:28:43.820,model_a
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-145,draw,ba0b3a284f1c699391b483d5a0665ea4bbc35cabaf58a0a089cbd8ae5a7adb43,,,2025-03-18 19:28:58.461,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-146,draw,ba0b3a284f1c699391b483d5a0665ea4bbc35cabaf58a0a089cbd8ae5a7adb43,,,2025-03-18 19:29:50.465,tie (bothbad)
ppl-sonar,ppl-sonar-pro,False,search-arena-147,draw,ba0b3a284f1c699391b483d5a0665ea4bbc35cabaf58a0a089cbd8ae5a7adb43,,,2025-03-18 19:30:04.129,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-148,draw,a51b4f597f2c305d35475336da092ab32e4b2f825970be0b0ddf87451d8d4d61,,,2025-03-18 19:30:07.584,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-149,A,023f8e28f2b51ef62a7adb0fdf06709b8004773b41ca38d9edf1f93b3e1a9099,,,2025-03-18 19:30:20.926,model_a
api-gpt-4o-search,ppl-sonar,False,search-arena-150,draw,ba0b3a284f1c699391b483d5a0665ea4bbc35cabaf58a0a089cbd8ae5a7adb43,,,2025-03-18 19:30:28.704,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-151,draw,ba0b3a284f1c699391b483d5a0665ea4bbc35cabaf58a0a089cbd8ae5a7adb43,,,2025-03-18 19:31:45.154,tie (bothbad)
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-152,A,6ec076ea9785e282fb3a72890329a390bb10008bb13ef95277770d446d989f3d,,,2025-03-18 19:34:47.250,model_a
ppl-sonar,api-gpt-4o-search,False,search-arena-153,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:35:22.752,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-154,A,7fedd78eab0f0a2a77d3bc26137f778b2505f226d84fdbdb74074a70e0cd2724,,,2025-03-18 19:36:28.750,model_a
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-155,draw,ec824df76cb8657bf10f5ce529b981e8fa444813194dde6d9ecc33e4e93870be,,,2025-03-18 19:38:09.514,tie
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-156,A,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:38:53.275,model_a
ppl-sonar-reasoning,ppl-sonar,False,search-arena-157,draw,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:39:33.780,tie (bothbad)
ppl-sonar,api-gpt-4o-search,False,search-arena-158,draw,023f8e28f2b51ef62a7adb0fdf06709b8004773b41ca38d9edf1f93b3e1a9099,,,2025-03-18 19:39:55.148,tie (bothbad)
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-159,draw,4a87ada4b8f7e4dc1dd85bb159e3e67c88e78859a6c13ec2bdc19833c19e7f88,,,2025-03-18 19:40:27.126,tie (bothbad)
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-160,A,4a87ada4b8f7e4dc1dd85bb159e3e67c88e78859a6c13ec2bdc19833c19e7f88,,,2025-03-18 19:40:27.126,model_a
ppl-sonar,api-gpt-4o-search,False,search-arena-161,A,4cd818d864e052b48253374da2edc68da8100ee8cd3009345b16229a1a152479,,,2025-03-18 19:42:02.956,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-162,B,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:42:43.611,model_b
ppl-sonar-reasoning,ppl-sonar,False,search-arena-163,A,4cd818d864e052b48253374da2edc68da8100ee8cd3009345b16229a1a152479,,,2025-03-18 19:42:50.693,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-164,A,eaab8a10581bbbadbd533886168eaad810a7d1f3a674fab20e99ca8493df67cd,,,2025-03-18 19:43:52.511,model_a
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-165,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:44:02.620,model_b
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-166,draw,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:44:06.745,tie (bothbad)
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-167,A,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:44:35.912,model_a
ppl-sonar-reasoning,ppl-sonar,False,search-arena-168,A,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:45:47.645,model_a
api-gpt-4o-search,ppl-sonar,False,search-arena-169,B,06c7781c9f0e8d69e8501b0b308e9e520e990ba0e9cf02f341f938d8b4fdd238,,,2025-03-18 19:45:56.069,model_b
api-gpt-4o-search,ppl-sonar,False,search-arena-170,draw,06c7781c9f0e8d69e8501b0b308e9e520e990ba0e9cf02f341f938d8b4fdd238,,,2025-03-18 19:45:56.069,tie (bothbad)
ppl-sonar,ppl-sonar-pro,False,search-arena-171,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:46:20.512,model_b
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-172,B,2833f7a8366047a450afd8a6172a0ff25c844e516497645f5958216a0ed8a157,,,2025-03-18 19:46:27.202,model_b
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-173,draw,763c9ccdee32f46872d6d2da45598d9ee3780122cd761e5486e76ef32dc112dd,,,2025-03-18 19:48:41.765,tie
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-174,A,4cbd98d1a21e1cddb9f3d46891b6db6925bb616c765dd2430f6845ab5ef2b558,,,2025-03-18 19:49:02.710,model_a
ppl-sonar-pro,ppl-sonar,False,search-arena-175,B,763c9ccdee32f46872d6d2da45598d9ee3780122cd761e5486e76ef32dc112dd,,,2025-03-18 19:49:53.612,model_b
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-176,draw,763c9ccdee32f46872d6d2da45598d9ee3780122cd761e5486e76ef32dc112dd,,,2025-03-18 19:51:59.148,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-177,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:52:23.254,model_b
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-178,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:54:35.911,model_b
ppl-sonar,api-gpt-4o-search,False,search-arena-179,B,49960c826defb6113ae10c10f0be602b95a655c1fd247483b3412bace0a2f1cd,,,2025-03-18 19:58:35.957,model_b
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-180,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 19:58:57.756,model_a
ppl-sonar,ppl-sonar-pro,False,search-arena-181,draw,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:00:51.922,tie
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-182,draw,aef2593b2e56c6ac798ce63a180da9a3cf46f766f915a8dedcced37664440b85,,,2025-03-18 20:03:22.174,tie
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-183,draw,aef2593b2e56c6ac798ce63a180da9a3cf46f766f915a8dedcced37664440b85,,,2025-03-18 20:06:59.281,tie
ppl-sonar-pro,ppl-sonar,False,search-arena-184,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:09:34.523,model_a
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-185,A,6f098bddfdd19b7d0c7b1caa123b8acf3dc9a8f13616f0cdaa3f83cef32316df,,,2025-03-18 20:12:42.543,model_a
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-186,A,2c3042c76d64e485b638f7dd6880d3d39f2eb08b74ac1e10b605443649f1fca0,,,2025-03-18 20:13:34.436,model_a
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-187,A,a7b07b5a71fdbbb6dcae01510a837d91f57c8cb2226d1bc911a47826c3a82aff,,,2025-03-18 20:14:26.533,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-188,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:15:11.947,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-189,B,cae0a06755fb6271aa518b87a539eb282ef7c7e13b5bbd02761f0d7e8a67fbe2,,,2025-03-18 20:15:42.240,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-190,A,026bf5df7271d0d74d9f2a12e12fd72428ff34798959f33de636bf0420556b79,,,2025-03-18 20:16:29.824,model_a
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-191,draw,a7b07b5a71fdbbb6dcae01510a837d91f57c8cb2226d1bc911a47826c3a82aff,,,2025-03-18 20:17:42.023,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-192,A,d9152c50d4a67fb77b0cf5069ff1ce0fe9eaa8adbd17074e310459c5f14d8a01,,,2025-03-18 20:18:34.154,model_a
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-193,B,5557e0d8d548183b4eb87015e3b01774809b96e90cbe78647449d07a71d318cd,,,2025-03-18 20:19:16.197,model_b
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-194,B,f8c632cc7bbb0eb5bc4b2a9d10f42b2ace1b16a3fd46a4a480a5eb432c5525a1,,,2025-03-18 20:19:41.947,model_b
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-195,draw,33a8c7362508f9c2f48fa62475efccc213cf17bca339081caceb151e6146d240,,,2025-03-18 20:20:43.248,tie
api-gpt-4o-search,ppl-sonar,False,search-arena-196,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:23:14.101,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-197,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:25:48.913,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-198,A,541a5b6f5ff4b245dd0ba5562699a12ce91f3c2e12c34864277bf0dba4c579fc,,,2025-03-18 20:26:47.626,model_a
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-199,A,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:28:25.310,model_a
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-200,A,c067e95da3e8db96459c12ad565d7384c7e503136ed2621340c6146430da8172,,,2025-03-18 20:28:41.467,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-201,B,2c7cad2c5710e0b7793211a271deff9f226f7597b66b84f5a65f7387bbfa284a,,,2025-03-18 20:30:14.647,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-202,B,4c0107a69af03a9b3ad4ca2d8b2227a387c96b48d354d8618de583168308a3d1,,,2025-03-18 20:31:38.845,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-203,B,4493740acd33f83d06a944f2b16bcd73b7a69ceb2ca5105886dd6b03708b5672,,,2025-03-18 20:33:47.654,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-204,A,4493740acd33f83d06a944f2b16bcd73b7a69ceb2ca5105886dd6b03708b5672,,,2025-03-18 20:33:47.654,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-205,A,7bc6ea90c8aadd9bef74e3a9ca8c6d9223dc7d0cf1e9120be9946760dddfb7d3,,,2025-03-18 20:37:05.044,model_a
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-206,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:39:18.013,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-207,B,f80cd292dff62b1bfbbd73cb796d601702331b29f9a1f64a2c280a5c58401528,,,2025-03-18 20:39:18.013,model_b
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-208,B,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 20:43:20.022,model_b
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-209,draw,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 20:43:20.022,tie
ppl-sonar,ppl-sonar-pro,False,search-arena-210,B,7618cde1a73ae4858048dcc9e36a7803d98d614645a1a8d1c98bf48e3d40ff31,,,2025-03-18 20:43:50.986,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-211,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 20:44:33.563,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-212,A,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 20:44:33.563,model_a
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-213,B,8934c52e7b23ff42ddcfb746e9a04355f8d528ee82f5092e469631e154575ba9,,,2025-03-18 20:45:17.548,model_b
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-214,B,60f439d3bd0209a19520ca0d35c0b8ec3df31c0e75d7cd6ec843bc36c6c88be5,,,2025-03-18 20:46:55.587,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-215,B,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 20:48:09.812,model_b
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-216,draw,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 20:49:18.873,tie
api-gpt-4o-search,ppl-sonar,False,search-arena-217,A,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 20:50:31.464,model_a
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-218,draw,ce0fd58f67eb48afdace819b5246afe138b43d4fcc8e3e1a6c389b65f57cda2b,,,2025-03-18 20:50:54.212,tie (bothbad)
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-219,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 20:53:31.334,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-220,B,323f15509c897c80c5b7e142e5d51f622d55806f650d020dc5d99471a2729d0a,,,2025-03-18 20:54:07.578,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-221,B,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 20:54:24.057,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-222,draw,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 20:56:00.889,tie
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-223,A,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 20:57:34.763,model_a
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-224,B,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 20:57:34.763,model_b
ppl-sonar-reasoning,ppl-sonar,False,search-arena-225,B,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 20:57:55.840,model_b
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-226,draw,0af3837d4183121d7fc62a5984c98bf91bd76f5cc0160d4c6f8376ff036b0234,,,2025-03-18 20:58:56.422,tie (bothbad)
ppl-sonar-pro,ppl-sonar,False,search-arena-227,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 20:59:51.312,model_b
ppl-sonar,api-gpt-4o-search,False,search-arena-228,B,cabe226b34f8987bcf86f5743a4f0c980bb12f4ffb66a0ac392610334d76111d,,,2025-03-18 21:00:15.711,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-229,B,37f039060e39e718665fde262ef1ac255717d5274d6cf5cbab458484142f135b,,,2025-03-18 21:01:19.212,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-230,draw,0af3837d4183121d7fc62a5984c98bf91bd76f5cc0160d4c6f8376ff036b0234,,,2025-03-18 21:01:42.463,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar,False,search-arena-231,A,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:02:07.063,model_a
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-232,B,a0dca8ae6cfe01c4a381e0fddaa4125287b8dcbd52dffad59a0531234c71b9fc,,,2025-03-18 21:02:31.736,model_b
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-233,B,37f039060e39e718665fde262ef1ac255717d5274d6cf5cbab458484142f135b,,,2025-03-18 21:03:24.332,model_b
ppl-sonar,api-gpt-4o-search,False,search-arena-234,B,a86ee2757392194d316c2ddb088ceb7f5b813632d1ea9f8279fe960a5f434f43,,,2025-03-18 21:03:54.312,model_b
api-gpt-4o-search,ppl-sonar,False,search-arena-235,A,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:04:07.875,model_a
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-236,A,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:04:30.461,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-237,B,91adfc34dedcdea1f90b7f7f0888d51a696f9074ff5fc46a7806fa37ae316389,,,2025-03-18 21:05:06.615,model_b
ppl-sonar,ppl-sonar-pro,False,search-arena-238,B,714291fe338b02bccc27d6ce37a84ed598b86f783bc2908ae65d5acc4dd6ed42,,,2025-03-18 21:07:12.075,model_b
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-239,A,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:07:48.041,model_a
ppl-sonar-reasoning,ppl-sonar,False,search-arena-240,draw,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:08:35.213,tie (bothbad)
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-241,draw,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:10:03.611,tie
ppl-sonar-reasoning,ppl-sonar,False,search-arena-242,draw,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:10:25.446,tie
ppl-sonar,api-gpt-4o-search,False,search-arena-243,B,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:11:37.375,model_b
ppl-sonar,ppl-sonar-pro,False,search-arena-244,A,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:12:00.221,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-245,B,eefe6a594b35e3f972e9bfa07b091e0f79b9b8614bc408fc244f8eeaac70d316,,,2025-03-18 21:13:34.759,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-246,draw,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:14:51.122,tie (bothbad)
ppl-sonar,api-gpt-4o-search,False,search-arena-247,A,2bcc0905d13285f332867aeb79c99180bd668283a936b48f2adfffe18e7d7372,,,2025-03-18 21:14:58.169,model_a
ppl-sonar-pro,ppl-sonar,False,search-arena-248,draw,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:15:11.274,tie (bothbad)
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-249,draw,2f4a648cf05547048e57bae282018c11756a21c911fc0b407e1af3a3a2e08fc4,,,2025-03-18 21:15:36.086,tie (bothbad)
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-250,B,f034fc052e931be1b8223d277d729b26b962153325225a87897d3ee05df119cc,,,2025-03-18 21:16:23.823,model_b
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-251,A,a3f6a88a6552b20557cd77b1a2142eb6c9108ca734c114782b40e76697d45687,,,2025-03-18 21:17:43.651,model_a
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-252,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:17:48.489,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-253,A,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:18:48.307,model_a
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-254,B,a3f6a88a6552b20557cd77b1a2142eb6c9108ca734c114782b40e76697d45687,,,2025-03-18 21:19:41.466,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-255,B,0120314b4788db2ae6e7b55511766f17b4366fff3015931b5963b613803669f9,,,2025-03-18 21:22:44.469,model_b
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-256,A,c5006364440dfb09abe200f82dab3da912c6b28b5cf148556f033bd2e8c59f46,,,2025-03-18 21:22:58.661,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-257,B,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:23:21.547,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-258,draw,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:23:23.834,tie
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-259,A,c5006364440dfb09abe200f82dab3da912c6b28b5cf148556f033bd2e8c59f46,,,2025-03-18 21:26:23.010,model_a
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-260,draw,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:27:50.815,tie
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-261,B,c5006364440dfb09abe200f82dab3da912c6b28b5cf148556f033bd2e8c59f46,,,2025-03-18 21:28:31.412,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-262,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:30:59.518,model_b
ppl-sonar,api-gpt-4o-search,False,search-arena-263,B,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:31:48.412,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-264,draw,9cc0959ffa3f087d815f47ac692bc231b1288b0f90717ebc265dc511d2503fcb,,,2025-03-18 21:33:15.339,tie
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-265,A,c5006364440dfb09abe200f82dab3da912c6b28b5cf148556f033bd2e8c59f46,,,2025-03-18 21:33:40.236,model_a
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-266,A,ebf63f4073d9523b4842d44b975f3e801ee1e637899a9ffbcf2852d14444e0c2,,,2025-03-18 21:35:57.791,model_a
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-267,draw,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:37:05.014,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-268,B,2b633d7a386ff383dab42d80b9a72f0538055603282744275b76741eaeed465f,,,2025-03-18 21:39:29.934,model_b
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-269,B,8fb227047d7cc4c9bd661fbb5ca3169150e7fb2d115f7f4f6c34b076812afbef,,,2025-03-18 21:44:37.943,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-270,B,8fb227047d7cc4c9bd661fbb5ca3169150e7fb2d115f7f4f6c34b076812afbef,,,2025-03-18 21:45:42.660,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-271,B,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:46:29.825,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-272,A,8fb227047d7cc4c9bd661fbb5ca3169150e7fb2d115f7f4f6c34b076812afbef,,,2025-03-18 21:46:55.247,model_a
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-273,B,798bd949c2e6d153671fdc301cadeec8ba18656f47e5a6cb3df9af9ecc1ae260,,,2025-03-18 21:46:56.111,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-274,B,6698b2001e9e2d610c2195ac4a1b87df70d3579fd197a6874a3bebb532ea14c5,,,2025-03-18 21:48:40.637,model_b
ppl-sonar-pro,ppl-sonar,False,search-arena-275,B,6698b2001e9e2d610c2195ac4a1b87df70d3579fd197a6874a3bebb532ea14c5,,,2025-03-18 21:48:40.637,model_b
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-276,B,798bd949c2e6d153671fdc301cadeec8ba18656f47e5a6cb3df9af9ecc1ae260,,,2025-03-18 21:48:54.023,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-277,draw,798bd949c2e6d153671fdc301cadeec8ba18656f47e5a6cb3df9af9ecc1ae260,,,2025-03-18 21:52:01.651,tie (bothbad)
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-278,B,8fb227047d7cc4c9bd661fbb5ca3169150e7fb2d115f7f4f6c34b076812afbef,,,2025-03-18 21:54:08.631,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-279,draw,167ba71de227e81348b22870c19893c51a28eb18298742fcf8dd1e08b678cac4,,,2025-03-18 21:54:29.011,tie
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-280,draw,656fcb33716bac9739ec7cab40005ea2b1c4efd38d874ee62faf0b3314d40770,,,2025-03-18 21:56:12.684,tie
ppl-sonar-reasoning,ppl-sonar,False,search-arena-281,draw,e16230f96f8323fa77dc68d8c14d06c3ceb36f71925cc7e839594eede7eb64e6,,,2025-03-18 21:56:18.654,tie
ppl-sonar,ppl-sonar-pro,False,search-arena-282,A,656fcb33716bac9739ec7cab40005ea2b1c4efd38d874ee62faf0b3314d40770,,,2025-03-18 21:57:18.861,model_a
